io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,1.736328015,600,2025-11-08 18:34:27
sync,1,1,1,POWER,0,2,24,.135173114,100,2025-11-08 18:34:55
sync,1,1,1,THROUGHPUT,R,1,45,.451131602,600,2025-11-08 18:34:55
sync,1,1,1,THROUGHPUT,R,2,46,.101249378,100,2025-11-08 18:34:56
sync,1,1,1,THROUGHPUT,R,1,47,.437284170,600,2025-11-08 18:34:56
sync,1,1,1,THROUGHPUT,R,2,48,.100105322,100,2025-11-08 18:34:56
sync,1,1,1,THROUGHPUT,R,1,49,.441501010,600,2025-11-08 18:34:57
sync,1,1,1,THROUGHPUT,R,2,50,.100611847,100,2025-11-08 18:34:57
sync,1,1,1,THROUGHPUT,R,1,51,.859979253,600,2025-11-08 18:34:58
sync,1,1,1,THROUGHPUT,R,2,52,.135336609,100,2025-11-08 18:34:58
