io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,42.970924532,600,2025-11-13 22:21:02
sync,1,1,1,POWER,0,2,24,14.823350667,100,2025-11-13 23:26:43
sync,1,1,1,THROUGHPUT,R,1,45,19.619559336,600,2025-11-13 23:27:02
sync,1,1,1,THROUGHPUT,R,2,46,22.060367602,100,2025-11-13 23:27:24
sync,1,1,1,THROUGHPUT,R,1,47,25.454955597,600,2025-11-13 23:27:50
sync,1,1,1,THROUGHPUT,R,2,48,22.595327147,100,2025-11-13 23:28:12
sync,1,1,1,THROUGHPUT,R,1,49,18.524826682,600,2025-11-13 23:28:31
sync,1,1,1,THROUGHPUT,R,2,50,25.438825349,100,2025-11-13 23:28:56
sync,1,1,1,THROUGHPUT,R,1,51,18.598731566,600,2025-11-13 23:29:15
sync,1,1,1,THROUGHPUT,R,2,52,27.961718601,100,2025-11-13 23:29:43
