io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
iouring,1,1,1,POWER,0,5,2,72.370504989,6,2026-06-18 17:01:11
iouring,1,1,1,POWER,0,16,3,7.413920091,27840,2026-06-18 17:01:18
iouring,1,1,1,POWER,0,2,4,29.513804656,101,2026-06-18 17:01:48
iouring,1,1,1,POWER,0,15,5,10.619171979,4,2026-06-18 17:01:58
iouring,1,1,1,POWER,0,1,6,.139393295,1,2026-06-18 17:01:58
iouring,1,1,1,POWER,0,18,7,61.332206373,100,2026-06-18 17:03:00
iouring,1,1,1,POWER,0,14,8,3.761737961,2,2026-06-18 17:03:04
iouring,1,1,1,POWER,0,12,9,8.577052694,3,2026-06-18 17:03:12
iouring,1,1,1,POWER,0,9,10,13.417091186,176,2026-06-18 17:03:26
iouring,1,1,1,POWER,0,19,11,5.111571764,2,2026-06-18 17:03:31
iouring,1,1,1,POWER,0,4,12,16.036809333,6,2026-06-18 17:03:47
iouring,1,1,1,POWER,0,8,13,10.703214982,3,2026-06-18 17:03:58
iouring,1,1,1,POWER,0,13,14,8.189679179,47,2026-06-18 17:04:06
iouring,1,1,1,POWER,0,21,15,133.623186073,101,2026-06-18 17:06:20
iouring,1,1,1,POWER,0,22,16,1.749288496,8,2026-06-18 17:06:22
iouring,1,1,1,POWER,0,20,17,27.366152339,1752,2026-06-18 17:06:49
iouring,1,1,1,POWER,0,6,18,3.920096786,2,2026-06-18 17:06:53
iouring,1,1,1,POWER,0,17,19,22.510621227,2,2026-06-18 17:07:16
iouring,1,1,1,POWER,0,10,20,10.287231544,21,2026-06-18 17:07:26
iouring,1,1,1,POWER,0,11,21,2.381773759,9182,2026-06-18 17:07:28
iouring,1,1,1,POWER,0,3,22,10.049122773,11,2026-06-18 17:07:38
iouring,1,1,1,POWER,0,7,23,6.645587542,5,2026-06-18 17:07:45
iouring,1,1,1,THROUGHPUT,3,22,45,1.323519429,8,2026-06-18 17:07:53
iouring,1,1,1,THROUGHPUT,3,16,46,4.987482953,27841,2026-06-18 17:07:58
iouring,1,1,1,THROUGHPUT,1,10,1,11.455924428,21,2026-06-18 17:08:03
iouring,1,1,1,THROUGHPUT,3,5,47,10.634970564,6,2026-06-18 17:08:08
iouring,1,1,1,THROUGHPUT,3,8,48,10.656905845,3,2026-06-18 17:08:19
iouring,1,1,1,THROUGHPUT,3,19,49,1.871582514,2,2026-06-18 17:08:21
iouring,1,1,1,THROUGHPUT,3,9,50,17.428208966,176,2026-06-18 17:08:39
iouring,1,1,1,THROUGHPUT,3,2,51,23.284815284,101,2026-06-18 17:09:02
iouring,1,1,1,THROUGHPUT,3,6,52,5.024997406,2,2026-06-18 17:09:07
iouring,1,1,1,THROUGHPUT,3,3,53,10.213272345,11,2026-06-18 17:09:17
iouring,1,1,1,THROUGHPUT,2,17,23,127.579883148,2,2026-06-18 17:09:59
