io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,5.474788386,600,2025-11-05 19:32:17
sync,1,1,1,POWER,0,2,24,1.761800627,100,2025-11-05 19:38:38
sync,1,1,1,THROUGHPUT,R,1,45,2.057636223,600,2025-11-05 19:38:40
sync,1,1,1,THROUGHPUT,R,2,46,1.665555446,100,2025-11-05 19:38:42
sync,1,1,1,THROUGHPUT,R,1,47,2.057934500,600,2025-11-05 19:38:44
sync,1,1,1,THROUGHPUT,R,2,48,1.651213802,100,2025-11-05 19:38:45
sync,1,1,1,THROUGHPUT,R,1,49,2.003114422,600,2025-11-05 19:38:47
sync,1,1,1,THROUGHPUT,R,2,50,1.681339553,100,2025-11-05 19:38:49
sync,1,1,1,THROUGHPUT,R,1,51,2.012647896,600,2025-11-05 19:38:51
sync,1,1,1,THROUGHPUT,R,2,52,1.632637377,100,2025-11-05 19:38:53
