io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,.126146459,600,2025-11-05 17:42:05
iouring,1,1,1,POWER,0,2,24,.077372917,100,2025-11-05 17:42:29
iouring,1,1,1,THROUGHPUT,R,1,45,.056407175,600,2025-11-05 17:42:29
iouring,1,1,1,THROUGHPUT,R,2,46,.040034272,100,2025-11-05 17:42:29
iouring,1,1,1,THROUGHPUT,R,1,47,.121955609,600,2025-11-05 17:42:29
iouring,1,1,1,THROUGHPUT,R,2,48,.044043831,100,2025-11-05 17:42:29
iouring,1,1,1,THROUGHPUT,R,1,49,.074059666,600,2025-11-05 17:42:29
iouring,1,1,1,THROUGHPUT,R,2,50,.047499076,100,2025-11-05 17:42:29
iouring,1,1,1,THROUGHPUT,R,1,51,.078710552,600,2025-11-05 17:42:29
iouring,1,1,1,THROUGHPUT,R,2,52,.047731932,100,2025-11-05 17:42:30
