io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,1.177514013,600,2025-11-02 02:17:57
sync,1,1,1,POWER,0,2,24,.074915106,100,2025-11-02 02:19:49
sync,1,1,1,THROUGHPUT,R,1,45,.416512975,600,2025-11-02 02:19:49
sync,1,1,1,THROUGHPUT,R,2,46,.065380810,100,2025-11-02 02:19:49
sync,1,1,1,THROUGHPUT,R,1,47,.322498713,600,2025-11-02 02:19:50
sync,1,1,1,THROUGHPUT,R,2,48,.054790382,100,2025-11-02 02:19:50
sync,1,1,1,THROUGHPUT,R,1,49,.444319811,600,2025-11-02 02:19:50
sync,1,1,1,THROUGHPUT,R,2,50,.079741429,100,2025-11-02 02:19:50
sync,1,1,1,THROUGHPUT,R,1,51,.456768450,600,2025-11-02 02:19:51
sync,1,1,1,THROUGHPUT,R,2,52,.071452262,100,2025-11-02 02:19:51
