io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,.686529991,600,2025-11-04 23:55:13
iouring,1,1,1,POWER,0,2,24,.085168637,100,2025-11-04 23:55:38
iouring,1,1,1,THROUGHPUT,R,1,45,.099183531,600,2025-11-04 23:55:38
iouring,1,1,1,THROUGHPUT,R,2,46,.068369179,100,2025-11-04 23:55:38
iouring,1,1,1,THROUGHPUT,R,1,47,.100093330,600,2025-11-04 23:55:39
iouring,1,1,1,THROUGHPUT,R,2,48,.070178036,100,2025-11-04 23:55:39
iouring,1,1,1,THROUGHPUT,R,1,49,.106752905,600,2025-11-04 23:55:39
iouring,1,1,1,THROUGHPUT,R,2,50,.073039143,100,2025-11-04 23:55:39
iouring,1,1,1,THROUGHPUT,R,1,51,.101744837,600,2025-11-04 23:55:39
iouring,1,1,1,THROUGHPUT,R,2,52,.075572241,100,2025-11-04 23:55:39
