io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,.072674498,600,2025-11-03 13:03:49
iouring,1,1,1,POWER,0,2,24,.066684649,100,2025-11-03 13:04:33
iouring,1,1,1,THROUGHPUT,R,1,45,.060292925,600,2025-11-03 13:04:33
iouring,1,1,1,THROUGHPUT,R,2,46,.053868997,100,2025-11-03 13:04:33
iouring,1,1,1,THROUGHPUT,R,1,47,.053294695,600,2025-11-03 13:04:33
iouring,1,1,1,THROUGHPUT,R,2,48,.063349982,100,2025-11-03 13:04:33
iouring,1,1,1,THROUGHPUT,R,1,49,.068422670,600,2025-11-03 13:04:33
iouring,1,1,1,THROUGHPUT,R,2,50,.068246634,100,2025-11-03 13:04:33
iouring,1,1,1,THROUGHPUT,R,1,51,.055367936,600,2025-11-03 13:04:33
iouring,1,1,1,THROUGHPUT,R,2,52,.053589878,100,2025-11-03 13:04:33
