io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,1.170245406,600,2025-11-02 01:36:18
bgworkers,1,1,1,POWER,0,2,24,.078488748,100,2025-11-02 01:38:01
bgworkers,1,1,1,THROUGHPUT,R,1,45,.445149346,600,2025-11-02 01:38:02
bgworkers,1,1,1,THROUGHPUT,R,2,46,.071831775,100,2025-11-02 01:38:02
bgworkers,1,1,1,THROUGHPUT,R,1,47,.447271597,600,2025-11-02 01:38:02
bgworkers,1,1,1,THROUGHPUT,R,2,48,.077173386,100,2025-11-02 01:38:02
bgworkers,1,1,1,THROUGHPUT,R,1,49,.470501056,600,2025-11-02 01:38:03
bgworkers,1,1,1,THROUGHPUT,R,2,50,.069944371,100,2025-11-02 01:38:03
bgworkers,1,1,1,THROUGHPUT,R,1,51,.459855555,600,2025-11-02 01:38:03
bgworkers,1,1,1,THROUGHPUT,R,2,52,.074130634,100,2025-11-02 01:38:04
