io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,16.908493677,600,2025-11-05 00:00:50
sync,1,1,1,POWER,0,2,24,3.884918115,100,2025-11-05 00:06:33
sync,1,1,1,THROUGHPUT,R,1,45,4.188975988,600,2025-11-05 00:06:37
sync,1,1,1,THROUGHPUT,R,2,46,2.734239736,100,2025-11-05 00:06:40
sync,1,1,1,THROUGHPUT,R,1,47,3.863051992,600,2025-11-05 00:06:44
sync,1,1,1,THROUGHPUT,R,2,48,3.524924896,100,2025-11-05 00:06:47
sync,1,1,1,THROUGHPUT,R,1,49,3.249332851,600,2025-11-05 00:06:50
sync,1,1,1,THROUGHPUT,R,2,50,2.871666685,100,2025-11-05 00:06:53
sync,1,1,1,THROUGHPUT,R,1,51,4.224345971,600,2025-11-05 00:06:58
sync,1,1,1,THROUGHPUT,R,2,52,3.516480533,100,2025-11-05 00:07:01
