io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,1.124807364,600,2025-11-02 01:54:09
iouring,1,1,1,POWER,0,2,24,.059736824,100,2025-11-02 01:55:59
iouring,1,1,1,THROUGHPUT,R,1,45,.415173440,600,2025-11-02 01:56:00
iouring,1,1,1,THROUGHPUT,R,2,46,.066502181,100,2025-11-02 01:56:00
iouring,1,1,1,THROUGHPUT,R,1,47,.427585299,600,2025-11-02 01:56:00
iouring,1,1,1,THROUGHPUT,R,2,48,.048481695,100,2025-11-02 01:56:00
iouring,1,1,1,THROUGHPUT,R,1,49,.430428855,600,2025-11-02 01:56:01
iouring,1,1,1,THROUGHPUT,R,2,50,.074276145,100,2025-11-02 01:56:01
iouring,1,1,1,THROUGHPUT,R,1,51,.465834419,600,2025-11-02 01:56:01
iouring,1,1,1,THROUGHPUT,R,2,52,.074971306,100,2025-11-02 01:56:02
