io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,44.809230403,600,2025-11-13 03:55:28
bgworkers,1,1,1,POWER,0,2,24,14.828402875,100,2025-11-13 04:55:54
bgworkers,1,1,1,THROUGHPUT,R,1,45,14.679969165,600,2025-11-13 04:56:08
bgworkers,1,1,1,THROUGHPUT,R,2,46,13.837707746,100,2025-11-13 04:56:22
bgworkers,1,1,1,THROUGHPUT,R,1,47,16.817874862,600,2025-11-13 04:56:39
bgworkers,1,1,1,THROUGHPUT,R,2,48,10.858105916,100,2025-11-13 04:56:50
bgworkers,1,1,1,THROUGHPUT,R,1,49,19.081307663,600,2025-11-13 04:57:09
bgworkers,1,1,1,THROUGHPUT,R,2,50,21.755905638,100,2025-11-13 04:57:31
bgworkers,1,1,1,THROUGHPUT,R,1,51,21.630553573,600,2025-11-13 04:57:52
bgworkers,1,1,1,THROUGHPUT,R,2,52,9.544677117,100,2025-11-13 04:58:02
