query_number,iteration,execution_order,execution_time_seconds,status,row_count,timestamp
13,20,429,.724327,SUCCESS,39,2025-10-12 23:46:11
3,20,430,.399906,SUCCESS,12,2025-10-12 23:46:12
17,20,431,.632582,SUCCESS,3,2025-10-12 23:46:14
20,20,432,.405242,SUCCESS,11,2025-10-12 23:46:15
21,20,433,.564171,SUCCESS,49,2025-10-12 23:46:17
1,20,434,1.678955,SUCCESS,6,2025-10-12 23:46:21
18,20,435,2.624177,SUCCESS,7,2025-10-12 23:46:27
10,20,436,.431485,SUCCESS,22,2025-10-12 23:46:28
7,20,437,.378109,SUCCESS,6,2025-10-12 23:46:30
11,20,438,.213596,SUCCESS,2543,2025-10-12 23:46:31
2,20,439,.206265,SUCCESS,46,2025-10-12 23:46:32
15,20,440,.201566,SUCCESS,3,2025-10-12 23:46:33
4,21,441,.336018,SUCCESS,7,2025-10-12 23:46:34
10,21,442,.459951,SUCCESS,22,2025-10-12 23:46:35
9,21,443,.847860,SUCCESS,177,2025-10-12 23:46:38
16,21,444,.338778,SUCCESS,2764,2025-10-12 23:46:39
11,21,445,.196896,SUCCESS,2543,2025-10-12 23:46:40
1,21,446,1.677080,SUCCESS,6,2025-10-12 23:46:44
8,21,447,.365049,SUCCESS,4,2025-10-12 23:46:45
22,21,448,.133854,SUCCESS,9,2025-10-12 23:46:46
7,21,449,.481120,SUCCESS,6,2025-10-12 23:46:48
20,21,450,.393988,SUCCESS,11,2025-10-12 23:46:49
5,21,451,.241018,SUCCESS,7,2025-10-12 23:46:50
15,21,452,.214539,SUCCESS,3,2025-10-12 23:46:51
21,21,453,.542320,SUCCESS,49,2025-10-12 23:46:53
12,21,454,.582470,SUCCESS,4,2025-10-12 23:46:55
13,21,455,.705086,SUCCESS,39,2025-10-12 23:46:57
18,21,456,2.612203,SUCCESS,7,2025-10-12 23:47:03
2,21,457,.238171,SUCCESS,46,2025-10-12 23:47:04
17,21,458,.647798,SUCCESS,3,2025-10-12 23:47:06
14,21,459,.146675,SUCCESS,3,2025-10-12 23:47:06
19,21,460,.072603,SUCCESS,3,2025-10-12 23:47:07
3,21,461,.426078,SUCCESS,12,2025-10-12 23:47:09
6,21,462,.202403,SUCCESS,3,2025-10-12 23:47:10
9,22,463,.890507,SUCCESS,177,2025-10-12 23:47:12
3,22,464,.410599,SUCCESS,12,2025-10-12 23:47:13
10,22,465,.450670,SUCCESS,22,2025-10-12 23:47:15
22,22,466,.134499,SUCCESS,9,2025-10-12 23:47:16
18,22,467,2.607204,SUCCESS,7,2025-10-12 23:47:22
13,22,468,.710471,SUCCESS,39,2025-10-12 23:47:24
8,22,469,.307091,SUCCESS,4,2025-10-12 23:47:25
1,22,470,1.690689,SUCCESS,6,2025-10-12 23:47:29
6,22,471,.197014,SUCCESS,3,2025-10-12 23:47:30
19,22,472,.071423,SUCCESS,3,2025-10-12 23:47:31
4,22,473,.330105,SUCCESS,7,2025-10-12 23:47:32
17,22,474,.575444,SUCCESS,3,2025-10-12 23:47:34
11,22,475,.209452,SUCCESS,2543,2025-10-12 23:47:35
15,22,476,.169250,SUCCESS,3,2025-10-12 23:47:36
14,22,477,.133489,SUCCESS,3,2025-10-12 23:47:37
21,22,478,.508113,SUCCESS,49,2025-10-12 23:47:39
2,22,479,.221024,SUCCESS,46,2025-10-12 23:47:40
20,22,480,.396202,SUCCESS,11,2025-10-12 23:47:41
7,22,481,.546756,SUCCESS,6,2025-10-12 23:47:42
16,22,482,.336198,SUCCESS,2764,2025-10-12 23:47:44
12,22,483,.579928,SUCCESS,4,2025-10-12 23:47:46
5,22,484,.240334,SUCCESS,7,2025-10-12 23:47:47
7,23,485,.365156,SUCCESS,6,2025-10-12 23:47:48
11,23,486,.254828,SUCCESS,2543,2025-10-12 23:47:49
22,23,487,.130440,SUCCESS,9,2025-10-12 23:47:50
13,23,488,.716534,SUCCESS,39,2025-10-12 23:47:52
16,23,489,.341614,SUCCESS,2764,2025-10-12 23:47:54
4,23,490,.352921,SUCCESS,7,2025-10-12 23:47:55
21,23,491,.627434,SUCCESS,49,2025-10-12 23:47:57
2,23,492,.225346,SUCCESS,46,2025-10-12 23:47:58
9,23,493,.870143,SUCCESS,177,2025-10-12 23:48:00
15,23,494,.199986,SUCCESS,3,2025-10-12 23:48:01
17,23,495,.600039,SUCCESS,3,2025-10-12 23:48:03
12,23,496,.571208,SUCCESS,4,2025-10-12 23:48:05
20,23,497,.339931,SUCCESS,11,2025-10-12 23:48:06
14,23,498,.132903,SUCCESS,3,2025-10-12 23:48:07
1,23,499,1.659945,SUCCESS,6,2025-10-12 23:48:11
19,23,500,.069070,SUCCESS,3,2025-10-12 23:48:11
6,23,501,.168942,SUCCESS,3,2025-10-12 23:48:12
18,23,502,2.673196,SUCCESS,7,2025-10-12 23:48:18
8,23,503,.344230,SUCCESS,4,2025-10-12 23:48:20
3,23,504,.363313,SUCCESS,12,2025-10-12 23:48:21
10,23,505,.448114,SUCCESS,22,2025-10-12 23:48:22
5,23,506,.203644,SUCCESS,7,2025-10-12 23:48:23
14,24,507,.142123,SUCCESS,3,2025-10-12 23:48:24
19,24,508,.070784,SUCCESS,3,2025-10-12 23:48:25
7,24,509,.439644,SUCCESS,6,2025-10-12 23:48:27
15,24,510,.179041,SUCCESS,3,2025-10-12 23:48:28
8,24,511,.338053,SUCCESS,4,2025-10-12 23:48:29
21,24,512,.530394,SUCCESS,49,2025-10-12 23:48:30
16,24,513,.350204,SUCCESS,2764,2025-10-12 23:48:32
18,24,514,2.659566,SUCCESS,7,2025-10-12 23:48:38
3,24,515,.353632,SUCCESS,12,2025-10-12 23:48:39
5,24,516,.199576,SUCCESS,7,2025-10-12 23:48:40
12,24,517,.570897,SUCCESS,4,2025-10-12 23:48:42
10,24,518,.431858,SUCCESS,22,2025-10-12 23:48:43
4,24,519,.315721,SUCCESS,7,2025-10-12 23:48:45
1,24,520,1.675185,SUCCESS,6,2025-10-12 23:48:49
13,24,521,.703406,SUCCESS,39,2025-10-12 23:48:51
20,24,522,.434983,SUCCESS,11,2025-10-12 23:48:52
2,24,523,.218472,SUCCESS,46,2025-10-12 23:48:53
11,24,524,.191674,SUCCESS,2543,2025-10-12 23:48:54
9,24,525,.898185,SUCCESS,177,2025-10-12 23:48:56
17,24,526,.608313,SUCCESS,3,2025-10-12 23:48:58
6,24,527,.178645,SUCCESS,3,2025-10-12 23:48:59
22,24,528,.141451,SUCCESS,9,2025-10-12 23:49:00
17,25,529,.576101,SUCCESS,3,2025-10-12 23:49:02
14,25,530,.133459,SUCCESS,3,2025-10-12 23:49:03
13,25,531,.754209,SUCCESS,39,2025-10-12 23:49:05
19,25,532,.068653,SUCCESS,3,2025-10-12 23:49:06
22,25,533,.127826,SUCCESS,9,2025-10-12 23:49:07
1,25,534,1.674863,SUCCESS,6,2025-10-12 23:49:11
5,25,535,.237790,SUCCESS,7,2025-10-12 23:49:12
12,25,536,.592048,SUCCESS,4,2025-10-12 23:49:13
3,25,537,.370403,SUCCESS,12,2025-10-12 23:49:15
7,25,538,.404752,SUCCESS,6,2025-10-12 23:49:16
20,25,539,.400804,SUCCESS,11,2025-10-12 23:49:18
10,25,540,.449888,SUCCESS,22,2025-10-12 23:49:19
2,25,541,.218275,SUCCESS,46,2025-10-12 23:49:20
9,25,542,.879134,SUCCESS,177,2025-10-12 23:49:22
15,25,543,.200480,SUCCESS,3,2025-10-12 23:49:23
16,25,544,.336250,SUCCESS,2764,2025-10-12 23:49:25
21,25,545,.531526,SUCCESS,49,2025-10-12 23:49:26
18,25,546,2.613349,SUCCESS,7,2025-10-12 23:49:32
6,25,547,.170072,SUCCESS,3,2025-10-12 23:49:33
8,25,548,.316752,SUCCESS,4,2025-10-12 23:49:35
4,25,549,.346766,SUCCESS,7,2025-10-12 23:49:36
11,25,550,.207486,SUCCESS,2543,2025-10-12 23:49:37
13,26,551,.720647,SUCCESS,39,2025-10-12 23:49:39
17,26,552,.665704,SUCCESS,3,2025-10-12 23:49:41
3,26,553,.416098,SUCCESS,12,2025-10-12 23:49:42
19,26,554,.076891,SUCCESS,3,2025-10-12 23:49:43
6,26,555,.207226,SUCCESS,3,2025-10-12 23:49:44
5,26,556,.215443,SUCCESS,7,2025-10-12 23:49:45
2,26,557,.221637,SUCCESS,46,2025-10-12 23:49:46
10,26,558,.474608,SUCCESS,22,2025-10-12 23:49:48
18,26,559,2.744840,SUCCESS,7,2025-10-12 23:49:54
15,26,560,.168735,SUCCESS,3,2025-10-12 23:49:55
16,26,561,.347794,SUCCESS,2764,2025-10-12 23:49:56
21,26,562,.517487,SUCCESS,49,2025-10-12 23:49:58
14,26,563,.154970,SUCCESS,3,2025-10-12 23:49:59
22,26,564,.134644,SUCCESS,9,2025-10-12 23:50:00
7,26,565,.385719,SUCCESS,6,2025-10-12 23:50:01
4,26,566,.321791,SUCCESS,7,2025-10-12 23:50:02
20,26,567,.370115,SUCCESS,11,2025-10-12 23:50:03
12,26,568,.577953,SUCCESS,4,2025-10-12 23:50:05
8,26,569,.333983,SUCCESS,4,2025-10-12 23:50:06
9,26,570,.950214,SUCCESS,177,2025-10-12 23:50:09
1,26,571,1.677682,SUCCESS,6,2025-10-12 23:50:13
11,26,572,.191117,SUCCESS,2543,2025-10-12 23:50:14
21,27,573,.513974,SUCCESS,49,2025-10-12 23:50:16
2,27,574,.221249,SUCCESS,46,2025-10-12 23:50:17
13,27,575,.743401,SUCCESS,39,2025-10-12 23:50:19
19,27,576,.075324,SUCCESS,3,2025-10-12 23:50:19
11,27,577,.200868,SUCCESS,2543,2025-10-12 23:50:21
4,27,578,.350881,SUCCESS,7,2025-10-12 23:50:22
10,27,579,.466423,SUCCESS,22,2025-10-12 23:50:23
17,27,580,.597162,SUCCESS,3,2025-10-12 23:50:25
22,27,581,.133430,SUCCESS,9,2025-10-12 23:50:26
12,27,582,.583373,SUCCESS,4,2025-10-12 23:50:28
5,27,583,.234845,SUCCESS,7,2025-10-12 23:50:29
16,27,584,.336942,SUCCESS,2764,2025-10-12 23:50:30
18,27,585,2.664242,SUCCESS,7,2025-10-12 23:50:36
9,27,586,.943789,SUCCESS,177,2025-10-12 23:50:39
7,27,587,.399083,SUCCESS,6,2025-10-12 23:50:40
8,27,588,.332041,SUCCESS,4,2025-10-12 23:50:41
1,27,589,1.684408,SUCCESS,6,2025-10-12 23:50:45
20,27,590,.377772,SUCCESS,11,2025-10-12 23:50:47
14,27,591,.139689,SUCCESS,3,2025-10-12 23:50:48
3,27,592,.420454,SUCCESS,12,2025-10-12 23:50:49
6,27,593,.204319,SUCCESS,3,2025-10-12 23:50:50
15,27,594,.186551,SUCCESS,3,2025-10-12 23:50:51
9,28,595,.887885,SUCCESS,177,2025-10-12 23:50:53
19,28,596,.070218,SUCCESS,3,2025-10-12 23:50:54
6,28,597,.184733,SUCCESS,3,2025-10-12 23:50:55
12,28,598,.574060,SUCCESS,4,2025-10-12 23:50:57
17,28,599,.571826,SUCCESS,3,2025-10-12 23:50:59
14,28,600,.131670,SUCCESS,3,2025-10-12 23:51:00
10,28,601,.463361,SUCCESS,22,2025-10-12 23:51:01
1,28,602,1.675293,SUCCESS,6,2025-10-12 23:51:05
13,28,603,.701331,SUCCESS,39,2025-10-12 23:51:07
18,28,604,2.624236,SUCCESS,7,2025-10-12 23:51:13
22,28,605,.132727,SUCCESS,9,2025-10-12 23:51:14
15,28,606,.170612,SUCCESS,3,2025-10-12 23:51:15
16,28,607,.343069,SUCCESS,2764,2025-10-12 23:51:16
8,28,608,.326735,SUCCESS,4,2025-10-12 23:51:18
4,28,609,.332851,SUCCESS,7,2025-10-12 23:51:19
5,28,610,.206960,SUCCESS,7,2025-10-12 23:51:20
21,28,611,.554017,SUCCESS,49,2025-10-12 23:51:22
2,28,612,.230516,SUCCESS,46,2025-10-12 23:51:23
11,28,613,.193168,SUCCESS,2543,2025-10-12 23:51:24
3,28,614,.419701,SUCCESS,12,2025-10-12 23:51:25
20,28,615,.496105,SUCCESS,11,2025-10-12 23:51:27
7,28,616,.526988,SUCCESS,6,2025-10-12 23:51:28
7,29,617,.350273,SUCCESS,6,2025-10-12 23:51:29
12,29,618,.587908,SUCCESS,4,2025-10-12 23:51:31
19,29,619,.074760,SUCCESS,3,2025-10-12 23:51:32
15,29,620,.169778,SUCCESS,3,2025-10-12 23:51:33
4,29,621,.315939,SUCCESS,7,2025-10-12 23:51:34
21,29,622,.503560,SUCCESS,49,2025-10-12 23:51:36
3,29,623,.368586,SUCCESS,12,2025-10-12 23:51:37
14,29,624,.158416,SUCCESS,3,2025-10-12 23:51:38
11,29,625,.211418,SUCCESS,2543,2025-10-12 23:51:39
22,29,626,.138211,SUCCESS,9,2025-10-12 23:51:40
5,29,627,.225207,SUCCESS,7,2025-10-12 23:51:41
9,29,628,.918610,SUCCESS,177,2025-10-12 23:51:43
2,29,629,.194025,SUCCESS,46,2025-10-12 23:51:44
6,29,630,.194474,SUCCESS,3,2025-10-12 23:51:45
10,29,631,.460757,SUCCESS,22,2025-10-12 23:51:47
1,29,632,1.675188,SUCCESS,6,2025-10-12 23:51:51
18,29,633,2.657362,SUCCESS,7,2025-10-12 23:51:57
17,29,634,.588652,SUCCESS,3,2025-10-12 23:51:59
13,29,635,.704315,SUCCESS,39,2025-10-12 23:52:01
20,29,636,.352703,SUCCESS,11,2025-10-12 23:52:02
16,29,637,.334145,SUCCESS,2764,2025-10-12 23:52:03
8,29,638,.340039,SUCCESS,4,2025-10-12 23:52:05
22,30,639,.132193,SUCCESS,9,2025-10-12 23:52:06
5,30,640,.212390,SUCCESS,7,2025-10-12 23:52:07
4,30,641,.354086,SUCCESS,7,2025-10-12 23:52:08
12,30,642,.594090,SUCCESS,4,2025-10-12 23:52:10
3,30,643,.369096,SUCCESS,12,2025-10-12 23:52:11
17,30,644,.625281,SUCCESS,3,2025-10-12 23:52:13
19,30,645,.073145,SUCCESS,3,2025-10-12 23:52:14
15,30,646,.193932,SUCCESS,3,2025-10-12 23:52:15
7,30,647,.430536,SUCCESS,6,2025-10-12 23:52:16
18,30,648,2.649016,SUCCESS,7,2025-10-12 23:52:22
21,30,649,.489966,SUCCESS,49,2025-10-12 23:52:24
8,30,650,.319155,SUCCESS,4,2025-10-12 23:52:25
11,30,651,.210129,SUCCESS,2543,2025-10-12 23:52:26
14,30,652,.153587,SUCCESS,3,2025-10-12 23:52:27
13,30,653,.707556,SUCCESS,39,2025-10-12 23:52:29
16,30,654,.338440,SUCCESS,2764,2025-10-12 23:52:30
1,30,655,1.729598,SUCCESS,6,2025-10-12 23:52:34
10,30,656,.479316,SUCCESS,22,2025-10-12 23:52:36
6,30,657,.192113,SUCCESS,3,2025-10-12 23:52:37
9,30,658,.875864,SUCCESS,177,2025-10-12 23:52:39
2,30,659,.194015,SUCCESS,46,2025-10-12 23:52:40
20,30,660,.380418,SUCCESS,11,2025-10-12 23:52:42
