query_number,iteration,execution_order,execution_time_seconds,status,row_count,timestamp,worker_id
15,1,1,.706671,SUCCESS,4,2025-10-13 15:24:02,1
2,1,3,.669228,SUCCESS,47,2025-10-13 15:24:02,3
12,1,2,1.790668,SUCCESS,5,2025-10-13 15:24:03,2
8,1,4,2.002726,SUCCESS,5,2025-10-13 15:24:04,4
14,1,7,1.651839,SUCCESS,4,2025-10-13 15:24:04,3
22,1,10,2.616356,SUCCESS,10,2025-10-13 15:24:05,2
16,1,21,2.200990,SUCCESS,2765,2025-10-13 15:24:07,1
4,1,11,4.332389,SUCCESS,8,2025-10-13 15:24:07,3
19,1,20,2.546997,SUCCESS,4,2025-10-13 15:24:07,4
11,1,18,3.626022,SUCCESS,2544,2025-10-13 15:24:08,2
10,1,12,6.442711,SUCCESS,23,2025-10-13 15:24:09,4
5,1,14,6.315088,SUCCESS,8,2025-10-13 15:24:10,2
3,1,17,5.668231,SUCCESS,13,2025-10-13 15:24:10,1
6,1,16,5.948943,SUCCESS,4,2025-10-13 15:24:10,4
13,1,13,6.651910,SUCCESS,40,2025-10-13 15:24:10,1
17,1,6,8.019078,SUCCESS,4,2025-10-13 15:24:10,2
20,1,8,7.993273,SUCCESS,12,2025-10-13 15:24:10,4
18,1,5,9.283707,SUCCESS,8,2025-10-13 15:24:11,1
21,1,9,8.857019,SUCCESS,50,2025-10-13 15:24:11,1
7,1,22,6.298952,SUCCESS,7,2025-10-13 15:24:11,2
9,1,15,8.421592,SUCCESS,178,2025-10-13 15:24:12,3
1,1,19,8.711456,SUCCESS,7,2025-10-13 15:24:13,3
14,2,23,1.507619,SUCCESS,4,2025-10-13 15:24:15,3
6,2,27,1.770995,SUCCESS,4,2025-10-13 15:24:15,3
22,2,30,1.802820,SUCCESS,10,2025-10-13 15:24:16,2
2,2,34,2.745559,SUCCESS,47,2025-10-13 15:24:18,2
19,2,35,2.573586,SUCCESS,4,2025-10-13 15:24:18,3
12,2,25,4.568866,SUCCESS,5,2025-10-13 15:24:18,1
5,2,32,3.607991,SUCCESS,8,2025-10-13 15:24:18,4
8,2,28,4.374363,SUCCESS,5,2025-10-13 15:24:18,4
16,2,31,4.244574,SUCCESS,2765,2025-10-13 15:24:18,3
11,2,37,3.387682,SUCCESS,2544,2025-10-13 15:24:19,1
15,2,43,2.731780,SUCCESS,4,2025-10-13 15:24:19,3
7,2,29,5.798891,SUCCESS,7,2025-10-13 15:24:20,1
4,2,36,4.760156,SUCCESS,8,2025-10-13 15:24:20,4
17,2,42,3.904611,SUCCESS,4,2025-10-13 15:24:20,2
20,2,41,4.253339,SUCCESS,12,2025-10-13 15:24:21,1
3,2,44,3.823191,SUCCESS,13,2025-10-13 15:24:21,4
13,2,38,5.225976,SUCCESS,40,2025-10-13 15:24:21,2
21,2,39,5.116612,SUCCESS,50,2025-10-13 15:24:21,3
10,2,40,5.080518,SUCCESS,23,2025-10-13 15:24:21,4
9,2,33,6.670495,SUCCESS,178,2025-10-13 15:24:21,1
1,2,24,8.125331,SUCCESS,7,2025-10-13 15:24:21,4
18,2,26,8.833777,SUCCESS,8,2025-10-13 15:24:22,2
19,3,46,.769255,SUCCESS,4,2025-10-13 15:24:23,2
4,3,45,1.154684,SUCCESS,8,2025-10-13 15:24:24,1
5,3,48,1.587729,SUCCESS,8,2025-10-13 15:24:24,4
3,3,47,1.759589,SUCCESS,13,2025-10-13 15:24:24,3
15,3,50,1.508538,SUCCESS,4,2025-10-13 15:24:25,2
21,3,49,3.971015,SUCCESS,50,2025-10-13 15:24:27,1
8,3,53,3.365255,SUCCESS,5,2025-10-13 15:24:27,1
11,3,55,3.061016,SUCCESS,2544,2025-10-13 15:24:27,3
6,3,54,3.609672,SUCCESS,4,2025-10-13 15:24:27,2
2,3,56,3.408018,SUCCESS,47,2025-10-13 15:24:28,4
7,3,51,4.428881,SUCCESS,7,2025-10-13 15:24:28,3
10,3,52,4.435237,SUCCESS,23,2025-10-13 15:24:28,4
14,3,65,2.033966,SUCCESS,4,2025-10-13 15:24:28,1
22,3,63,2.535015,SUCCESS,10,2025-10-13 15:24:28,3
16,3,58,3.603568,SUCCESS,2765,2025-10-13 15:24:28,2
20,3,59,4.149306,SUCCESS,12,2025-10-13 15:24:29,3
12,3,66,3.038555,SUCCESS,5,2025-10-13 15:24:29,2
17,3,61,4.226163,SUCCESS,4,2025-10-13 15:24:29,1
13,3,62,4.095390,SUCCESS,40,2025-10-13 15:24:29,2
9,3,64,4.054738,SUCCESS,178,2025-10-13 15:24:30,4
1,3,57,6.800505,SUCCESS,7,2025-10-13 15:24:31,1
18,3,60,6.533987,SUCCESS,8,2025-10-13 15:24:31,4
22,4,69,.794585,SUCCESS,10,2025-10-13 15:24:33,1
7,4,67,1.199819,SUCCESS,7,2025-10-13 15:24:33,3
4,4,68,1.120730,SUCCESS,8,2025-10-13 15:24:33,4
19,4,71,1.282905,SUCCESS,4,2025-10-13 15:24:33,3
6,4,72,1.635778,SUCCESS,4,2025-10-13 15:24:34,4
3,4,70,2.294169,SUCCESS,13,2025-10-13 15:24:34,2
15,4,74,2.226436,SUCCESS,4,2025-10-13 15:24:35,2
2,4,76,3.281622,SUCCESS,47,2025-10-13 15:24:36,4
14,4,86,2.334066,SUCCESS,4,2025-10-13 15:24:37,2
8,4,77,4.125034,SUCCESS,5,2025-10-13 15:24:37,1
16,4,80,3.600578,SUCCESS,2765,2025-10-13 15:24:37,4
11,4,85,2.997078,SUCCESS,2544,2025-10-13 15:24:38,1
13,4,75,5.200941,SUCCESS,40,2025-10-13 15:24:38,3
5,4,88,2.978572,SUCCESS,8,2025-10-13 15:24:38,4
10,4,84,3.902743,SUCCESS,23,2025-10-13 15:24:38,4
20,4,82,4.468649,SUCCESS,12,2025-10-13 15:24:39,2
21,4,79,5.090798,SUCCESS,50,2025-10-13 15:24:39,3
9,4,78,5.679858,SUCCESS,178,2025-10-13 15:24:39,2
17,4,83,4.833198,SUCCESS,4,2025-10-13 15:24:39,3
1,4,73,7.276756,SUCCESS,7,2025-10-13 15:24:40,1
12,4,81,5.793095,SUCCESS,5,2025-10-13 15:24:40,1
18,4,87,6.109973,SUCCESS,8,2025-10-13 15:24:41,3
2,5,90,1.440141,SUCCESS,47,2025-10-13 15:24:43,2
21,5,89,1.905368,SUCCESS,50,2025-10-13 15:24:43,1
22,5,94,1.988295,SUCCESS,10,2025-10-13 15:24:44,2
15,5,92,2.441348,SUCCESS,4,2025-10-13 15:24:44,4
6,5,95,2.509966,SUCCESS,4,2025-10-13 15:24:45,3
14,5,100,2.480711,SUCCESS,4,2025-10-13 15:24:45,4
5,5,98,2.990095,SUCCESS,8,2025-10-13 15:24:46,2
19,5,105,2.374554,SUCCESS,4,2025-10-13 15:24:46,1
16,5,101,4.202013,SUCCESS,2765,2025-10-13 15:24:47,1
17,5,93,5.606756,SUCCESS,4,2025-10-13 15:24:47,1
11,5,108,2.901504,SUCCESS,2544,2025-10-13 15:24:47,4
8,5,102,4.360352,SUCCESS,5,2025-10-13 15:24:48,2
3,5,104,4.059151,SUCCESS,13,2025-10-13 15:24:48,4
10,5,99,5.385891,SUCCESS,23,2025-10-13 15:24:48,3
7,5,110,3.411909,SUCCESS,7,2025-10-13 15:24:48,2
20,5,107,4.309176,SUCCESS,12,2025-10-13 15:24:49,3
12,5,109,3.899293,SUCCESS,5,2025-10-13 15:24:49,1
13,5,106,4.734143,SUCCESS,40,2025-10-13 15:24:49,2
9,5,97,6.690237,SUCCESS,178,2025-10-13 15:24:49,1
4,5,103,5.608547,SUCCESS,8,2025-10-13 15:24:49,3
1,5,91,7.933282,SUCCESS,7,2025-10-13 15:24:49,3
18,5,96,8.708931,SUCCESS,8,2025-10-13 15:24:51,4
14,6,112,.780663,SUCCESS,4,2025-10-13 15:24:52,4
9,6,111,3.460716,SUCCESS,178,2025-10-13 15:24:54,3
17,6,113,3.576756,SUCCESS,4,2025-10-13 15:24:55,1
3,6,114,3.713923,SUCCESS,13,2025-10-13 15:24:55,2
22,6,121,3.220353,SUCCESS,10,2025-10-13 15:24:56,1
11,6,119,3.736480,SUCCESS,2544,2025-10-13 15:24:56,3
16,6,118,4.019478,SUCCESS,2765,2025-10-13 15:24:56,2
19,6,129,2.004084,SUCCESS,4,2025-10-13 15:24:56,1
2,6,123,3.300476,SUCCESS,47,2025-10-13 15:24:56,3
15,6,125,3.152248,SUCCESS,4,2025-10-13 15:24:57,1
6,6,127,2.811933,SUCCESS,4,2025-10-13 15:24:57,3
10,6,117,5.341617,SUCCESS,23,2025-10-13 15:24:57,1
5,6,126,3.888957,SUCCESS,8,2025-10-13 15:24:57,2
8,6,128,3.554031,SUCCESS,5,2025-10-13 15:24:58,4
21,6,116,6.096762,SUCCESS,50,2025-10-13 15:24:58,4
7,6,132,3.190320,SUCCESS,7,2025-10-13 15:24:58,4
20,6,130,3.622248,SUCCESS,12,2025-10-13 15:24:58,2
4,6,131,4.055642,SUCCESS,8,2025-10-13 15:24:59,3
13,6,124,5.541382,SUCCESS,40,2025-10-13 15:24:59,4
12,6,122,5.986736,SUCCESS,5,2025-10-13 15:24:59,2
1,6,115,7.722633,SUCCESS,7,2025-10-13 15:24:59,3
18,6,120,8.111876,SUCCESS,8,2025-10-13 15:25:00,4
19,7,136,.964819,SUCCESS,4,2025-10-13 15:25:02,4
21,7,134,1.699863,SUCCESS,50,2025-10-13 15:25:02,2
12,7,135,2.574776,SUCCESS,5,2025-10-13 15:25:03,3
13,7,133,3.134405,SUCCESS,40,2025-10-13 15:25:04,1
11,7,141,2.835298,SUCCESS,2544,2025-10-13 15:25:05,1
2,7,142,2.881591,SUCCESS,47,2025-10-13 15:25:05,2
14,7,149,2.737857,SUCCESS,4,2025-10-13 15:25:06,1
22,7,154,1.927801,SUCCESS,10,2025-10-13 15:25:06,2
8,7,144,4.115642,SUCCESS,5,2025-10-13 15:25:06,4
16,7,146,3.865489,SUCCESS,2765,2025-10-13 15:25:07,2
6,7,150,2.982410,SUCCESS,4,2025-10-13 15:25:07,2
4,7,145,4.219272,SUCCESS,8,2025-10-13 15:25:07,1
10,7,143,4.715065,SUCCESS,23,2025-10-13 15:25:07,3
7,7,147,4.013580,SUCCESS,7,2025-10-13 15:25:07,3
15,7,153,2.705319,SUCCESS,4,2025-10-13 15:25:07,1
5,7,148,3.947049,SUCCESS,8,2025-10-13 15:25:07,4
20,7,139,5.724873,SUCCESS,12,2025-10-13 15:25:07,3
17,7,140,5.640144,SUCCESS,4,2025-10-13 15:25:07,4
3,7,152,3.571699,SUCCESS,13,2025-10-13 15:25:08,4
9,7,138,6.349349,SUCCESS,178,2025-10-13 15:25:08,2
18,7,137,7.815289,SUCCESS,8,2025-10-13 15:25:09,1
1,7,151,7.988957,SUCCESS,7,2025-10-13 15:25:12,3
22,8,157,.718041,SUCCESS,10,2025-10-13 15:25:13,1
7,8,155,1.097183,SUCCESS,7,2025-10-13 15:25:13,3
8,8,156,1.044500,SUCCESS,5,2025-10-13 15:25:13,4
5,8,159,1.901876,SUCCESS,8,2025-10-13 15:25:14,3
2,8,161,2.442546,SUCCESS,47,2025-10-13 15:25:15,1
20,8,158,3.786948,SUCCESS,12,2025-10-13 15:25:16,2
11,8,164,3.088869,SUCCESS,2544,2025-10-13 15:25:16,4
19,8,169,2.556580,SUCCESS,4,2025-10-13 15:25:17,1
14,8,168,3.023909,SUCCESS,4,2025-10-13 15:25:17,4
15,8,171,3.099202,SUCCESS,4,2025-10-13 15:25:18,3
6,8,172,3.015332,SUCCESS,4,2025-10-13 15:25:18,4
16,8,166,4.331170,SUCCESS,2765,2025-10-13 15:25:18,2
10,8,167,4.344626,SUCCESS,23,2025-10-13 15:25:18,3
21,8,162,5.303187,SUCCESS,50,2025-10-13 15:25:18,2
17,8,173,3.811077,SUCCESS,4,2025-10-13 15:25:19,1
9,8,163,5.789279,SUCCESS,178,2025-10-13 15:25:19,3
3,8,170,4.590229,SUCCESS,13,2025-10-13 15:25:19,2
4,8,174,4.148102,SUCCESS,8,2025-10-13 15:25:19,2
13,8,175,4.123614,SUCCESS,40,2025-10-13 15:25:20,3
12,8,176,4.090406,SUCCESS,5,2025-10-13 15:25:20,4
1,8,160,7.381961,SUCCESS,7,2025-10-13 15:25:20,4
18,8,165,7.763243,SUCCESS,8,2025-10-13 15:25:21,1
16,9,178,1.282095,SUCCESS,2765,2025-10-13 15:25:23,2
19,9,182,1.246652,SUCCESS,4,2025-10-13 15:25:23,2
14,9,181,1.800179,SUCCESS,4,2025-10-13 15:25:24,1
6,9,184,2.111242,SUCCESS,4,2025-10-13 15:25:24,4
12,9,179,3.197689,SUCCESS,5,2025-10-13 15:25:25,3
22,9,196,1.856931,SUCCESS,10,2025-10-13 15:25:26,4
17,9,183,4.535204,SUCCESS,4,2025-10-13 15:25:27,3
2,9,192,3.517040,SUCCESS,47,2025-10-13 15:25:27,4
8,9,188,4.398772,SUCCESS,5,2025-10-13 15:25:27,4
21,9,186,4.951811,SUCCESS,50,2025-10-13 15:25:28,2
4,9,189,4.417981,SUCCESS,8,2025-10-13 15:25:28,1
5,9,195,3.408633,SUCCESS,8,2025-10-13 15:25:28,3
15,9,198,2.848144,SUCCESS,4,2025-10-13 15:25:28,2
11,9,193,3.961203,SUCCESS,2544,2025-10-13 15:25:28,1
3,9,190,4.730032,SUCCESS,13,2025-10-13 15:25:28,2
20,9,187,5.410218,SUCCESS,12,2025-10-13 15:25:28,3
7,9,197,3.734519,SUCCESS,7,2025-10-13 15:25:29,1
13,9,185,6.208930,SUCCESS,40,2025-10-13 15:25:29,1
10,9,191,5.467366,SUCCESS,23,2025-10-13 15:25:29,3
1,9,180,7.585800,SUCCESS,7,2025-10-13 15:25:29,4
9,9,194,5.464262,SUCCESS,178,2025-10-13 15:25:30,2
18,9,177,8.619147,SUCCESS,8,2025-10-13 15:25:30,1
19,10,200,.480723,SUCCESS,4,2025-10-13 15:25:31,4
2,10,201,1.425148,SUCCESS,47,2025-10-13 15:25:32,1
11,10,203,1.864841,SUCCESS,2544,2025-10-13 15:25:32,3
4,10,202,2.092032,SUCCESS,8,2025-10-13 15:25:33,2
9,10,199,3.258737,SUCCESS,178,2025-10-13 15:25:33,3
22,10,206,2.225380,SUCCESS,10,2025-10-13 15:25:33,2
14,10,209,3.305766,SUCCESS,4,2025-10-13 15:25:35,1
6,10,211,3.161851,SUCCESS,4,2025-10-13 15:25:35,3
15,10,215,2.592787,SUCCESS,4,2025-10-13 15:25:35,3
10,10,207,4.538389,SUCCESS,23,2025-10-13 15:25:36,3
20,10,204,5.056314,SUCCESS,12,2025-10-13 15:25:36,4
16,10,210,4.143213,SUCCESS,2765,2025-10-13 15:25:36,2
7,10,212,4.142572,SUCCESS,7,2025-10-13 15:25:36,4
5,10,217,3.422647,SUCCESS,8,2025-10-13 15:25:37,1
21,10,214,4.178642,SUCCESS,50,2025-10-13 15:25:37,2
8,10,220,3.024407,SUCCESS,5,2025-10-13 15:25:37,4
17,10,213,4.683601,SUCCESS,4,2025-10-13 15:25:37,1
3,10,218,3.820719,SUCCESS,13,2025-10-13 15:25:37,2
13,10,219,3.687778,SUCCESS,40,2025-10-13 15:25:37,3
12,10,216,4.845989,SUCCESS,5,2025-10-13 15:25:38,4
1,10,205,7.103885,SUCCESS,7,2025-10-13 15:25:38,1
18,10,208,7.666600,SUCCESS,8,2025-10-13 15:25:39,4
19,11,221,.454392,SUCCESS,4,2025-10-13 15:25:40,1
2,11,222,.715513,SUCCESS,47,2025-10-13 15:25:40,2
7,11,223,1.855776,SUCCESS,7,2025-10-13 15:25:41,3
4,11,225,2.700088,SUCCESS,8,2025-10-13 15:25:42,1
3,11,226,3.123131,SUCCESS,13,2025-10-13 15:25:43,2
6,11,228,2.971234,SUCCESS,4,2025-10-13 15:25:43,4
17,11,224,3.728155,SUCCESS,4,2025-10-13 15:25:43,4
16,11,227,3.642371,SUCCESS,2765,2025-10-13 15:25:44,3
14,11,235,3.070475,SUCCESS,4,2025-10-13 15:25:44,3
15,11,232,3.782140,SUCCESS,4,2025-10-13 15:25:45,4
8,11,231,3.994769,SUCCESS,5,2025-10-13 15:25:45,3
5,11,240,2.279604,SUCCESS,8,2025-10-13 15:25:45,4
10,11,229,4.532968,SUCCESS,23,2025-10-13 15:25:45,1
22,11,242,2.040473,SUCCESS,10,2025-10-13 15:25:45,2
11,11,238,3.110573,SUCCESS,2544,2025-10-13 15:25:45,2
20,11,234,4.669124,SUCCESS,12,2025-10-13 15:25:46,2
21,11,236,4.488295,SUCCESS,50,2025-10-13 15:25:46,4
13,11,233,5.285021,SUCCESS,40,2025-10-13 15:25:46,1
12,11,237,4.921646,SUCCESS,5,2025-10-13 15:25:47,1
9,11,241,4.738144,SUCCESS,178,2025-10-13 15:25:47,1
1,11,239,5.277830,SUCCESS,7,2025-10-13 15:25:47,3
18,11,230,8.214241,SUCCESS,8,2025-10-13 15:25:49,2
12,12,243,1.679327,SUCCESS,5,2025-10-13 15:25:50,3
5,12,246,1.807143,SUCCESS,8,2025-10-13 15:25:51,2
11,12,247,1.947297,SUCCESS,2544,2025-10-13 15:25:51,3
16,12,251,3.267042,SUCCESS,2765,2025-10-13 15:25:53,3
17,12,245,4.619657,SUCCESS,4,2025-10-13 15:25:54,1
10,12,249,4.265689,SUCCESS,23,2025-10-13 15:25:54,1
14,12,253,3.583403,SUCCESS,4,2025-10-13 15:25:54,1
19,12,259,2.420137,SUCCESS,4,2025-10-13 15:25:54,3
8,12,250,4.594818,SUCCESS,5,2025-10-13 15:25:54,2
2,12,257,3.325018,SUCCESS,47,2025-10-13 15:25:54,1
22,12,263,2.341456,SUCCESS,10,2025-10-13 15:25:55,3
4,12,255,4.186273,SUCCESS,8,2025-10-13 15:25:55,3
7,12,254,4.510066,SUCCESS,7,2025-10-13 15:25:55,2
15,12,264,2.390297,SUCCESS,4,2025-10-13 15:25:55,4
6,12,260,3.299801,SUCCESS,4,2025-10-13 15:25:55,4
20,12,252,5.118638,SUCCESS,12,2025-10-13 15:25:55,4
21,12,256,4.653301,SUCCESS,50,2025-10-13 15:25:56,4
